srch_id,prop_id
4857,27853
4857,139718
4965,96133
4965,20934
4965,18850
4965,19673
4965,90115
4965,42275
4965,45414
4965,99476
4965,105842
4965,119839
4965,49804
4965,29075
4965,115019
4965,84195
4965,131739
4965,121280
4965,44996
4965,21401
4965,66814
4965,139428
4965,22072
4965,47332
4965,121749
4965,1833
4965,113993
4965,102152
4965,8112
4965,100402
4965,81721
4965,4716
4965,134840
4965,2673
4965,35719
4978,85825
4978,130893
4978,69487
4978,9016
4978,94807
4978,115194
4978,22632
4978,62219
4978,128946
4978,86205
4978,51541
4978,100523
4978,7739
4978,136428
4978,17413
4978,95788
4978,24430
4978,17768
4978,22001
4978,48678
4978,122455
4978,113892
4978,15976
4978,102445
4978,135446
4978,3274
4978,6742
4978,21318
4978,108811
4978,73268
4978,31419
4978,109478
5057,70620
5057,100524
5057,72472
5057,40869
5057,118021
5057,18881
5057,85908
5057,98055
5057,68371
5057,88164
5057,46785
5057,89132
5057,68966
5057,81193
5057,15476
5057,124924
5057,133586
5057,40001
5057,64962
5057,106930
5057,125433
5057,61257
5057,94062
5057,73074
5057,92469
5057,16195
5057,87427
5057,101332
5057,70524
5057,37055
5057,111829
5057,22652
5057,138847
5057,105154
5370,54992
5370,16709
5370,112972
5370,116644
5370,115119
5370,56800
5370,51341
5370,68293
5370,45953
5370,2998
5370,44857
5370,110741
5370,26195
5370,45094
5370,33746
5370,97425
5370,124990
5370,31036
5370,54113
5370,20672
5370,126888
5370,4751
5370,51893
5370,103272
5370,101793
5370,21779
5370,104340
5370,102395
5370,88596
5370,3795
5370,88144
5370,51205
5370,15105
5557,66063
5557,106223
5557,43685
5557,62847
5557,37515
5557,93278
5557,140690
5557,121876
5557,99851
5557,57303
5557,130472
5557,38655
5557,57526
5557,121714
5557,75374
5557,63481
5557,105043
5557,12988
5557,7268
5557,60031
5557,33463
5557,137926
5557,14107
5557,124062
5557,135743
5557,69673
5557,10616
5557,22697
5557,56791
5557,121736
5557,63162
5557,72973
5599,73330
5599,26006
5599,44826
5599,19823
5599,20850
5599,44912
5599,69364
5599,85514
5599,52593
5599,79395
5599,111047
5599,2501
5599,114204
5599,23347
5599,107404
5599,125993
5599,117509
5599,129539
5599,98783
5599,96337
5599,49316
5599,72980
5599,120763
5599,61296
5599,135407
5599,66560
5599,17018
5599,112601
5599,38898
5599,102740
5599,114364
5599,43185
5669,20013
5669,83096
5669,15195
5669,116747
5669,97227
5669,99062
5669,67250
5669,5700
5669,21534
5669,231
5669,73699
5669,52125
5669,109150
5669,16337
5669,92432
5669,55380
5669,46517
5669,31148
5669,10116
5669,85991
5669,89238
5669,19855
5669,58948
5669,93203
5669,138641
5669,99129
5669,84745
5669,92226
5669,106169
5669,103984
5669,134724
5669,15107
5669,47650
5752,70932
5752,100282
5752,50671
5752,140642
5752,2412
5752,67400
5752,38921
5752,50134
5752,40367
5752,17402
5752,67611
5752,129722
5752,4897
5752,104055
5752,115598
5752,99119
5752,40060
5752,97323
5752,100991
5752,51953
5752,63172
5752,46111
5752,7342
5752,4511
5752,69142
5752,82550
5752,27453
5752,61361
5752,49064
5752,27242
5895,44451
5895,29167
5895,47018
5895,130651
5895,105487
5895,39467
5895,9292
5895,14593
5895,39068
5895,44429
5895,123233
5895,115492
5895,13403
5895,8521
5895,59888
5895,39805
5895,1311
5895,85096
5895,39960
5895,40915
5895,54864
5895,124438
5895,108039
5895,77591
5895,93793
5895,75676
5895,81779
5895,30951
5895,112125
5917,106436
5917,4432
5917,109658
5917,30569
5917,124802
5917,68010
5917,26206
5917,71473
5917,54515
5917,101729
5917,18667
5917,60827
5917,33328
5917,47759
5917,2983
5917,61113
5917,64958
5917,102629
5917,1512
5917,28660
5917,139327
5917,47157
5917,68484
5917,102360
5917,488
5917,27044
5917,35081
5917,70378
5917,14322
5917,12017
5917,122323
5917,103219
5946,39514
5946,45842
5946,117525
5946,117995
5946,41693
5946,88634
5946,92271
5946,136746
5946,48859
5946,93061
5946,57282
5946,16242
5946,76841
5946,60883
5946,88546
5946,109521
5946,107596
5946,87746
5946,112153
5946,34646
5946,84954
5946,44765
5946,92628
5946,88812
5946,92306
5946,1209
5946,108353
5946,134072
5946,138247
5946,70455
5946,67686
5946,137680
5946,69585
6302,45367
6302,113900
6302,9851
6302,77750
6302,117003
6302,118748
6302,127768
6302,110764
6302,3717
6302,47241
6302,97442
6302,42477
6302,54163
6302,50178
6302,53108
6302,9425
6302,99662
6302,77568
6302,47421
6302,67902
6302,59554
6302,50061
6302,56326
6302,93208
6302,56563
6302,68319
6302,71046
6302,138738
6302,115711
6302,14688
6302,20053
6302,84463
6302,85015
6318,59175
6318,98336
6318,83102
6318,121991
6318,105688
6318,93830
6318,100669
6318,118348
6318,72672
6318,109846
6318,21271
6318,110815
6318,32240
6318,81549
6318,50976
6318,55949
6318,70960
6318,111152
6318,19826
6318,109242
6318,36822
6318,55718
6318,121096
6318,74344
6318,52520
6318,130972
6318,134729
6318,975
6318,31156
6318,113223
6318,133797
6318,106301
6318,9665
6378,90974
6378,130813
6378,67314
6378,21981
6378,98463
6378,91174
6378,100164
6378,138326
6378,138970
6378,42794
6378,30001
6378,13550
6378,126531
6378,13652
6378,82106
6378,4158
6378,9977
6378,60376
6378,68782
6378,54400
6378,68164
6378,4596
6378,58499
6378,42425
6378,127544
6378,47417
6378,82780
6378,13501
6378,65718
6378,87032
6378,129098
6502,117170
6502,73965
6502,112823
6502,38105
6502,1157
6502,90077
6502,40502
6502,127655
6502,40738
6502,86608
6502,80597
6502,20881
6502,138454
6502,61815
6502,95096
6502,42504
6502,27809
6502,139280
6502,117570
6502,33926
6502,106068
6502,74242
6502,121976
6502,84459
6502,43315
6502,56478
6502,128365
6502,94388
6502,11604
6502,37786
6502,41029
6502,34648
6563,66095
6563,34740
6563,74831
6563,82886
6563,120066
6563,51665
6563,90634
6563,29254
6563,20810
6563,120499
6563,136415
6563,83713
6563,126689
6563,22769
6563,89730
6563,66443
6563,78198
6563,123662
6563,134454
6563,99902
6563,48630
6563,105236
6563,114568
6563,136312
6563,52772
6563,31237
6563,106249
6563,21322
6563,59314
6563,118077
6563,11331
6738,68963
6738,38301
6738,45048
6738,93909
6738,105287
6738,121344
6738,1213
6738,29253
6738,14855
6738,133911
6738,108419
6738,123949
6738,54586
6738,101073
6738,30584
6738,53203
6760,75125
6760,130029
6760,122668
6760,94188
6760,103635
6760,117990
6760,118800
6760,74086
6760,95577
6760,120152
6760,71373
6760,58735
6760,79099
6760,59858
6760,139706
6760,134910
6760,6087
6760,29559
6760,35919
6760,67080
6760,9252
6760,124839
6760,114820
6760,135393
6760,116217
6760,68994
6760,11991
6760,63045
6760,48555
6760,30949
6760,14119
6760,139250
6760,88084
6760,126013
6760,54705
6781,35109
6781,136832
6781,32793
6781,73424
6781,58578
6781,48957
6781,54051
6781,101813
6819,139333
6819,111339
6819,22270
6819,12756
6819,15988
6819,42086
6819,107958
6819,19570
6819,138103
6819,100323
6819,13834
6819,103912
6819,5959
6819,124498
6819,5730
6819,51486
6819,96123
6819,66987
6819,104950
6819,67345
6819,124115
6819,52707
6819,63505
6819,77199
6819,130337
6819,95954
6819,71760
6819,50229
6819,69570
6819,81960
6819,57624
6819,84959
6892,60468
6892,35223
6892,40279
6892,60846
6892,14082
6892,117294
6892,104517
6892,116942
6892,24545
6892,26248
6892,38419
6892,122112
6892,124342
6892,137997
6892,77795
6892,59657
6892,59781
6892,46274
6892,94455
6892,21018
6940,19900
6940,86442
6940,134568
6940,96994
6940,77643
6940,124826
6940,105382
6940,63262
6940,104526
6940,63816
6940,149
6940,40222
6940,124239
6940,54517
6940,102366
6940,99340
6940,58079
6940,25464
6940,75562
6940,102097
6940,55011
6940,136720
6940,78814
6940,10438
6940,138900
6940,132061
6940,640
6940,91515
6940,57986
6940,100401
6940,110375
6940,35328
7138,126474
7138,127888
7138,103980
7138,117960
7138,69227
7138,77879
7138,37593
7138,105082
7138,69516
7138,13804
7138,106578
7138,113058
7138,59653
7138,64425
7138,124587
7138,52024
7138,85960
7138,70152
7138,94799
7138,118599
7138,84682
7138,95888
7138,91895
7138,47175
7138,74136
7138,16817
7138,93334
7138,109924
7138,39916
7138,104775
7252,28579
7252,88862
7252,110147
7252,83675
7252,128742
7252,53326
7252,16713
7252,18811
7252,53523
7252,66461
7252,108467
7252,37148
7252,123865
7252,113746
7252,48401
7252,2800
7252,1487
7252,88635
7252,100812
7252,104959
7252,44427
7252,56687
7252,23885
7252,100418
7252,121619
7252,132968
7252,20277
7252,4644
7252,78354
7252,119487
7252,128344
7516,28427
7516,47607
7516,36771
7516,79172
7516,88084
7516,139250
7516,96091
7516,115168
7516,117931
7516,123641
7516,119207
7516,135393
7516,63045
7516,86606
7516,124839
7516,99986
7516,33687
7516,94188
7516,54705
7516,117990
7516,75125
7516,118800
7516,79099
7516,59858
7516,103635
7516,67080
7516,134910
7516,130029
7516,52819
7516,122668
7516,110302
7516,120152
7516,95577
7516,81275
7516,74086
7560,21708
7560,52199
7560,32752
7560,67489
7560,62596
7560,135423
7560,133599
7560,110423
7560,14669
7560,12283
7560,68786
7560,64937
7560,27521
7560,91015
7560,83473
7560,78276
7560,81884
7560,48665
7560,127215
7560,79550
7560,60785
7560,87698
7560,19166
7560,114559
7560,53290
7560,45395
7560,70557
7560,129900
7560,51287
7560,58030
7560,19116
7626,50123
7626,109323
7626,74647
7626,3378
7626,112527
7626,458
7626,15652
7626,5552
7626,73049
7626,31710
7626,17256
7626,96617
7626,127326
7626,70840
7626,102493
7626,90152
7626,18216
7626,23457
7626,119971
7626,70366
7626,44566
7626,2752
7626,84691
7626,59512
7626,20494
7626,1712
7626,21517
7626,59198
7626,87506
7626,128923
7626,107033
7626,39291
7626,41873
7757,56620
7757,24495
7757,127464
7757,69886
7757,36232
7757,91686
7757,4068
7757,107702
7757,91835
7757,108189
7757,102008
7757,89172
7757,17678
7757,2015
7757,17115
7757,112825
7757,5608
7757,39038
7757,5794
7757,26960
7860,41579
7860,48057
7860,94298
7860,135771
7860,134260
7860,130076
7860,121916
7860,47180
7860,92761
7860,13837
7860,125510
7860,56052
7860,39178
7860,70261
7860,89610
7860,36706
7860,117103
8052,81032
8052,92886
8052,113691
8052,100955
8052,9115
8052,77463
8052,117250
8052,96166
8052,125306
8052,42541
8052,33066
8052,38558
8052,105182
8052,32765
8052,47138
8052,70206
8052,130973
8052,46803
8052,126908
8052,134129
8052,64734
8052,37485
8052,59939
8052,48425
8052,45577
8052,79896
8052,36391
8052,122761
8052,26187
8052,102765
8052,4178
8052,116257
8134,112451
8134,69162
8134,50067
8134,24773
8134,140736
8134,134975
8134,67201
8134,75314
8134,29177
8134,44185
8134,120753
8134,18773
8134,75131
8134,43209
8134,97847
8134,1512
8134,117465
8134,22794
8134,56969
8134,41749
8134,26431
8134,86785
8134,54684
8420,39673
8420,42087
8420,76130
8420,128866
8420,80230
8420,116308
8420,77004
8420,11683
8420,60832
8420,3456
8420,62301
8420,114250
8420,86912
8420,139809
8420,42047
8420,19538
8420,36580
8420,73081
8420,71504
8420,65418
8420,65642
8420,537
8420,96371
8420,51849
8420,21398
8420,119412
8420,121156
8420,40083
8420,125042
8420,82343
8420,87760
8420,138559
8420,22019
8420,96329
8466,8917
8466,7541
8466,85603
8466,96553
8466,25887
8466,65593
8466,46320
8466,55865
8466,94897
8466,15608
8466,44796
8466,41438
8466,59962
8466,137782
8466,131894
8466,121116
8466,129631
8466,82317
8466,16845
8466,139978
8466,134671
8466,138354
8466,135071
8466,48898
8466,6906
8466,31582
8466,20937
8466,137327
8466,89193
8466,30487
8466,112345
8466,116852
8477,13368
8477,12664
8477,69188
8477,84456
8477,61801
8477,25883
8477,49921
8477,9676
8477,58080
8477,84736
8477,74558
8477,32548
8477,116861
8477,124555
8477,46221
8477,46120
8477,88820
8477,122713
8477,122959
8477,52732
8477,15186
8477,1189
8477,137703
8477,17815
8477,57632
8477,80052
8477,2714
8477,42926
8477,55903
8477,24164
8595,24289
8595,26843
8595,131670
8595,119016
8595,51400
8595,65308
8595,356
8595,96588
8595,55704
8595,47943
8595,19886
8595,62937
8595,18853
8595,117848
8595,21892
8595,62715
8595,36097
8595,83301
8595,50367
8595,28474
8595,114557
8595,4255
8595,17734
8595,6387
8595,55705
8595,83488
8595,83513
9031,42341
9031,71093
9031,134253
9031,114357
9031,70392
9031,50071
9031,16403
9031,24649
9031,56371
9031,115053
9031,53407
9031,82860
9031,10940
9031,3320
9031,30213
9031,45513
9031,93866
9031,25391
9031,73873
9031,62332
9031,16889
9146,60846
9146,94455
9146,134323
9146,38904
9146,90809
9146,60468
9146,114932
9146,90845
9146,134154
9146,125083
9146,37818
9146,46274
9146,14082
9146,21018
9146,24545
9146,117294
9146,122112
9146,77089
9146,49656
9146,35223
9146,68420
9146,38419
9146,77795
9146,26248
9146,131892
9146,124342
9146,104517
9146,70177
9146,137997
9146,116942
9146,59781
9146,59657
9146,40279
9149,128711
9149,129399
9149,58982
9149,109192
9149,132701
9149,71964
9149,81226
9149,29897
9149,100029
9149,124833
9149,92410
9149,61877
9149,128036
9149,117501
9149,98352
9149,102297
9149,73865
9149,103284
9281,89536
9281,45365
9281,47627
9281,64657
9281,94751
9281,53691
9281,121395
9281,1595
9281,139235
9281,58994
9281,11302
9281,14242
9281,34036
9281,116001
9281,65247
9281,3615
9281,47494
9281,88888
9281,128447
9386,46043
9386,119573
9386,55643
9386,87143
9386,37887
9386,21380
9386,20174
9386,54570
9386,122646
9386,14937
9386,94882
9386,124795
9440,55282
9440,140439
9440,93824
9440,9156
9440,55807
9440,79645
9440,26968
9440,87018
9440,39279
9440,85311
9440,7459
9440,140805
9440,9249
9440,127833
9440,97973
9440,39497
9440,24792
9440,1708
9440,89189
9440,65188
9632,106647
9632,100664
9632,54116
9632,80832
9632,8134
9632,14912
9632,131350
9632,24092
9632,129643
9632,101406
9632,97432
9632,13760
9632,67619
9632,128339
9632,100748
9632,99219
9632,139165
9632,17023
9632,114209
9632,134077
9632,39526
9632,62587
9632,103908
9632,82897
9632,30435
9632,134845
9632,118824
9632,36650
9632,91288
9632,81804
9632,125744
9632,7432
9770,140709
9770,116947
9770,36599
9770,22576
9770,59773
9770,48574
9770,90952
9770,327
9770,119705
9770,105245
9770,68419
9770,104803
9770,132805
9770,601
9770,58714
9770,16970
9770,105569
9770,72636
9770,138259
9770,103223
9770,87142
9770,88589
9770,34677
9770,40271
9770,23807
9770,61137
9770,5376
9770,33813
9770,75160
9770,5520
9770,117523
10087,68503
10087,85438
10087,44912
10087,23347
10087,47614
10087,114017
10087,2501
10087,79155
10087,18142
10087,58745
10087,132305
10087,129539
10087,102740
10087,17018
10087,118749
10087,85514
10087,85491
10087,38898
10087,114364
10087,66560
10087,79395
10087,20969
10087,111047
10087,125993
10087,117509
10087,93406
10087,104546
10126,65214
10126,52256
10126,95321
10126,51868
10126,115520
10126,3676
10126,104890
10126,42936
10126,43589
10126,76077
10126,86803
10126,8197
10126,95229
10126,121309
10126,62733
10126,111154
10126,53188
10126,120560
10126,74446
10126,47444
10126,41737
10126,135221
10126,53445
10126,35035
10126,17355
10126,75868
10126,90267
10126,109308
10126,130404
10126,50314
10147,27318
10147,41891
10147,56438
10147,136691
10147,97857
10147,75413
10147,46116
10147,39433
10147,98300
10147,12214
10147,16583
10147,33166
10147,129268
10147,92536
10147,104553
10147,22739
10147,35618
10147,550
10147,42586
10147,18595
10147,122232
10147,88931
10147,94070
10147,68615
10147,66876
10147,32406
10147,114353
10147,49903
10426,102884
10426,47231
10426,136931
10426,111013
10426,16921
10426,99889
10426,42346
10426,45210
10426,48639
10426,98536
10426,121172
10426,76186
10426,130817
10426,86784
10426,97232
10426,66736
10426,85616
10426,108134
10426,56799
10426,69096
10426,6418
10426,39836
10426,78449
10426,122282
10426,45176
10426,126190
10426,107132
10426,104411
10426,137395
10426,97718
10426,61480
10426,62618
10451,17835
10451,61261
10451,139130
10451,112172
10451,49311
10451,6105
10451,127923
10451,55419
10451,85911
10451,122603
10451,91316
10451,114106
10451,104533
10451,137982
10451,41508
10451,127454
10451,82221
10451,75257
10451,93138
10451,95006
10451,7430
10451,2481
10451,65517
10451,78756
10451,26149
10451,102001
10451,76405
10451,3433
10451,133945
10451,8830
10451,58675
10451,65934
10451,35247
10533,17100
10533,98095
10533,136294
10533,139225
10533,89890
10533,86
10533,110200
10533,59892
10533,34843
10533,64028
10533,37170
10533,100899
10533,41410
10533,137934
10533,119041
10533,48627
10533,2586
10533,55383
10533,4514
10533,36605
10533,112788
10533,94329
10533,1666
10533,4767
10533,91617
10533,89248
10533,73847
10533,44968
10570,125859
10570,114177
10570,136707
10570,25223
10570,112301
10570,63098
10570,21150
10570,34966
10570,51555
10570,58015
10570,12507
10570,55158
10570,90509
10570,119541
10570,45412
10570,75807
10570,48512
10570,21805
10570,100473
10570,46094
10570,52095
10570,102739
10570,82051
10570,2899
10570,79698
10570,82610
10570,47543
10570,89802
10570,90665
10570,31814
10570,105565
10616,45521
10616,57870
10616,128678
10616,56110
10616,80867
10616,107670
10616,81664
10616,20210
10616,119370
10616,9164
10616,54196
10616,26880
